prof.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2025082610 21600 3600 259200 900
b9h8cur53tp6etdoctpdi1vlq4e0u1u7.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Uf/EP+rh3/xZCPSBk0y5H4pc4KKbOtRQJzNCGhXkAKB4ffmViyYDs88brm0QadgnbBrxFCTVx71KHO5tjACFMWEi9SiZrHqlfIw70TvVVTCc7/LoAM/rOyyGtwh/uCU9pHA1RrmTH1riUGQJS2mnEGeTkD06ZnH7ghwf6BjA/EA=
bachem.prof.	10800	in	ns	ns1.glipac.ch.
bachem.prof.	10800	in	ns	ns2.glipac.ch.
bachem.prof.	10800	in	ns	ns3.glipac.ch.
bachem.prof.	10800	in	ns	ns76.irondns.net.
bachem.prof.	10800	in	ns	ns78.irondns.net.
bachem.prof.	900	in	ds	35997 13 2 CECC58BAD0036BBAB26CD6AF247F370C62A7DF58819B8402762985C032075727
bachem.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. dWxEPlqaC+Hk8Y7h93FikZ+J70IHUvD78bV3ubhXlgdyXklwUhWHYqeOfSiKqVPTTv6CDK2BZCUIZLw7XN3DYi6swNDZ2uy9lBcYToFXzs7sGUeHTBQ17D0pLL6IZoVVegFUTIPzsGW+hOPBp9qNf5cOH6pUnnHVDVpJhT/XqEA=
balanz.prof.	10800	in	ns	ns15.domaincontrol.com.
balanz.prof.	10800	in	ns	ns16.domaincontrol.com.
balogun.prof.	10800	in	ns	apollo.dns-parking.com.
balogun.prof.	10800	in	ns	athena.dns-parking.com.
bankofnewzealand.prof.	10800	in	ns	ns1.bnz.co.nz.
bankofnewzealand.prof.	10800	in	ns	ns2.bnz.co.nz.
bankofnewzealand.prof.	10800	in	ns	ns3.bnz.co.nz.
bankofnewzealand.prof.	10800	in	ns	ns4.bnz.co.nz.
barbudo.prof.	10800	in	ns	ns-cloud-c1.googledomains.com.
barbudo.prof.	10800	in	ns	ns-cloud-c2.googledomains.com.
barbudo.prof.	10800	in	ns	ns-cloud-c3.googledomains.com.
barbudo.prof.	10800	in	ns	ns-cloud-c4.googledomains.com.
barbudo.prof.	900	in	ds	15971 8 2 CE02FC42BA24C063E9BB6033612B2A90405A643D677A3FB34B01743CA8CA2C2B
barbudo.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. ML9KptfIgsajAC/7Jstz+EYFiGOBsYFwbiFYzbWB0q5eISqQVqg4SlXfcbHJFmXx6SQjTyfxp46InugKKEbQPE8NX5vGdyvntsWbRA8WyFwQUNyfK1RlJJ/Kcn8vA9Q0XNmOThlV+hQrBA6vOO4baa/K2gjIZ1zsj0ZDQils2p8=
bard.prof.	10800	in	ns	ns-cloud-d1.googledomains.com.
bard.prof.	10800	in	ns	ns-cloud-d2.googledomains.com.
bard.prof.	10800	in	ns	ns-cloud-d3.googledomains.com.
bard.prof.	10800	in	ns	ns-cloud-d4.googledomains.com.
bard.prof.	900	in	ds	26029 8 2 DB890BB054B7DC5B82BBD0041EC973513B843EB1C6C58E139DC6CD8D50371388
bard.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. LEGjY2H79O/vC+kGrRVHWC7XYIrGXZW9fSBQPbIwnqcj3h6jpBiaqr2DpdprUJuhE0fY28EvrU4S57q3LfLD8yvSR+tsg7QMZlt1YaHwfTJV7/mVMk9pnuzdfZAwTmhtVHdh+uUVbe95vPNByOMspAOoBZ9dA8A2XhJrC+z4Llw=
bartzick.prof.	10800	in	ns	ns1.emailverification.info.
bartzick.prof.	10800	in	ns	ns2.emailverification.info.
baryonsdidlovegladine.prof.	10800	in	ns	dina.ns.cloudflare.com.
baryonsdidlovegladine.prof.	10800	in	ns	jonah.ns.cloudflare.com.
baumgart.prof.	10800	in	ns	ns.inwx.de.
baumgart.prof.	10800	in	ns	ns2.inwx.de.
baumgart.prof.	10800	in	ns	ns3.inwx.eu.
bayer.prof.	10800	in	ns	pdns1.cscdns.net.
bayer.prof.	10800	in	ns	pdns2.cscdns.net.
bb7gtti8i9gd2tk1rbvoghuotg318ath.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BBBDMM6CMS27PERH6VKGE17AONPR505G NS
bb7gtti8i9gd2tk1rbvoghuotg318ath.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. JRhtd/dqVSxrQgJZw0uCAsQiIxNUCHqgXv/ZJD1Sr2J1DHsvvbQmaFNe+tqk7V6vuS7aBxV87WSw1xdnAp7iea8icbtwuBRixN3rFW7JTDD3mfTMi1yycjzdTG4vOvKvBtarx0shkUh3n0DprkaNNamV6ez5RVRl4aOZy3y0F3o=
bbbdmm6cms27perh6vkge17aonpr505g.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BCMEG6O2NMDFHQDQ1E40HOA3JGBGGDE3 NS
bbbdmm6cms27perh6vkge17aonpr505g.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. hbSTp70RVuvZy1D1fudPKLAX0OThcKs8OooZDzSYD640oXdsREZUhqfp8nOumuqSmwqBSfvHS1B1fLYDJaUVFbS2L7Xd8CFzGgKHnrAyYztGtpK7CdIDFO4AjZ5oSiVIiicahiOwwZGMMkL9pucIlCxnwcY3lnF4zMwXBzIAOTg=
bc.prof.	10800	in	ns	ns1.101domain.com.
bc.prof.	10800	in	ns	ns2.101domain.com.
bchousing.prof.	10800	in	ns	pdns07.domaincontrol.com.
bchousing.prof.	10800	in	ns	pdns08.domaincontrol.com.
bcmeg6o2nmdfhqdq1e40hoa3jgbggde3.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BE98U99ACVEL7GVJLJN3LJ955K2ERFGV NS
bcmeg6o2nmdfhqdq1e40hoa3jgbggde3.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. EKnQZiN8O7pgs7aJ1MK/i9XLZj1amMUBqaIjG5w7UGF5vu3dDz8ILT/XMpG8DtK11N70HY+1F1oqtAGpcFsDS2fwCPur7grYJ+K4nj7jjBY8oCJIBwh2BRwZvuSLasvWqpvpjnDVViAcnK+vDqMhoxjYNkm43YcxDxjU9vQP97Q=
be98u99acvel7gvjljn3lj955k2erfgv.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BFH3FTNO63D9VOESHL2J9G4HHJDSB8IV NS
be98u99acvel7gvjljn3lj955k2erfgv.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. gr+QDVrZfyN/W/JMXJm9X1SBUNLabyKr30mBDc9JLYvPLU6Hm1UNJFDbIMSBsSYsVwU1bmhr0HA5qmKdwE6yzO61FXForhaWf68i/+dZX/3+RXWzQ7B36c/OjP5xq3bYxzB0cbAuYJTd9lrDimapd18vjsRvOFnD6xfjXsaePi0=
bearingpoint.prof.	10800	in	ns	dns1.bearingpoint.com.
bearingpoint.prof.	10800	in	ns	dns2.bearingpoint.com.
bearingpoint.prof.	10800	in	ns	dns3.bearingpoint.com.
benjaminle.prof.	10800	in	ns	dns1.registrar-servers.com.
benjaminle.prof.	10800	in	ns	dns2.registrar-servers.com.
beone.prof.	10800	in	ns	ns1.101domain.com.
beone.prof.	10800	in	ns	ns2.101domain.com.
bertl.prof.	10800	in	ns	adelaide.ns.cloudflare.com.
bertl.prof.	10800	in	ns	arnold.ns.cloudflare.com.
bet88.prof.	10800	in	ns	kianchau.ns.cloudflare.com.
bet88.prof.	10800	in	ns	maxine.ns.cloudflare.com.
bfh3ftno63d9voeshl2j9g4hhjdsb8iv.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BFTDP6H232JE2G88CHD9KPDL3H0AB29D NS
bfh3ftno63d9voeshl2j9g4hhjdsb8iv.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Ur2PpoNPot+tca/+dNrJ8GzFa+gTbZpZWJTGiH3sB8y3h/Q8AvSx1fjjSw0jojan6X+kDMMaEaX99UYVLx2Dexafa/QcR9073xSt4Scd0LYA4tdC2ENjEzw/RZM1OaMYHM0JHYdXr6mdOcSf6FdfI6+iXiPd2h4AHSKCXx4nnr8=
bftdp6h232je2g88chd9kpdl3h0ab29d.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BGBF743OAA25473AST2PNV5SLBLH06H0 NS
bftdp6h232je2g88chd9kpdl3h0ab29d.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. nHF4deH8R7RehI1x6twT7St1Vqwp5gbtG7q76jY2znENkM9x4+G2I9D2aOz7HzBJTwVAPv8HH7MGaa5wWIyf5Pw4cpRzM4PiA8NI5ID4In8BeLEE2TdesD9chNnB94M+YC9DjP6fiB0hZHb2uPSUJtgjzDeoAEpoix1rVmb+vJI=
bgbf743oaa25473ast2pnv5slblh06h0.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BGL58ETUUBH6IQLK66Q8K42MVOQP7C1K NS
bgbf743oaa25473ast2pnv5slblh06h0.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. FMUilWx09aLIeDOZ8GrFHNn8ILmplv7rgZBxK0/V9BTKBeySDkp/uAU/NWm5X+4gwsklpehvNwCg3kigR28VybaoJnPaM1faYwl9sP/l6aAPz61aHeEDXA0bFlCaIxAswSBVyKcI6Z3+4UTkZFTOkfzGufBmFrFBscnTgWrSrmM=
bgl58etuubh6iqlk66q8k42mvoqp7c1k.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BIF8BMQ8LI6P5R0282V53IP2TB4RLS20 NS
bgl58etuubh6iqlk66q8k42mvoqp7c1k.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. gS1mKOt7WzihqPsmIZiPZwuu0PIXVa08iINMPMeLvK7JgcVyHnb1eDwvfnmpJR3CUNg/uG0nXxvkRB1H7PMwwWM8BOmDlOVk/L9jdGST2SArTFGdv5fe6Td4XduGzaGR0e6y3EjGL0A3vECBRm7ku/zv9IpazNszRCHM8SiQQ6s=
bif8bmq8li6p5r0282v53ip2tb4rls20.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BKMEOBD7EQPE3IE2LEVJNU1T3Q8CBUNP NS DS RRSIG
bif8bmq8li6p5r0282v53ip2tb4rls20.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. gm6PkMdgZf0y4ZbPdHn+tQSw5oK8I0jkTMX4Q4w64prIR3YyUElUZY9au7F6b/cpBCxD+G3Apf59kUamInnCREi9fF9yhtSkf3K2tEtD0YYxugUfXUxGr4WUJ9P/gfmJDB9M5FdQAWxeDTFUADUEwU5dXbvK5W5/OFA9QMZiQO8=
binarium.prof.	10800	in	ns	curitiba.ns.porkbun.com.
binarium.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
binarium.prof.	10800	in	ns	maceio.ns.porkbun.com.
binarium.prof.	10800	in	ns	salvador.ns.porkbun.com.
biochemistry.prof.	10800	in	ns	ns188.accountservergroup.com.
biochemistry.prof.	10800	in	ns	ns189.accountservergroup.com.
birdie.prof.	10800	in	ns	ns77.domaincontrol.com.
birdie.prof.	10800	in	ns	ns78.domaincontrol.com.
bitcoin.prof.	10800	in	ns	ns1.domaineasy.com.
bitcoin.prof.	10800	in	ns	ns2.domaineasy.com.
bjyama.prof.	10800	in	ns	ns1.hover.com.
bjyama.prof.	10800	in	ns	ns2.hover.com.
bk8.prof.	10800	in	ns	launch1.spaceship.net.
bk8.prof.	10800	in	ns	launch2.spaceship.net.
bk8.prof.	900	in	ds	64415 13 2 6E572DEBBD25367DB98D83280D92B2343F11953E33600251EC3B0AE6F314BE07
bk8.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. WRAkAJZW/c0bq2tTgLWtycLLlQ0Z/uboTF9LPTzF5zuA/va/Ndk/z3cQANAjvM1HETaU6ALwwbTk3kQONDwkk6HAh3vPK9BRCJ4L8vimZsydciSdz5nefE3s391sAmTvPc+wmkPkb7KsBZq+/X2jgntNSrI14IsMQJpk+wqgJS0=
bkmeobd7eqpe3ie2levjnu1t3q8cbunp.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BN02I8U77PU361UVIBP58CE46UH6RK39 NS DS RRSIG
bkmeobd7eqpe3ie2levjnu1t3q8cbunp.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. RQWUutoMpaPDEhD2fChOiB0eOWbxCkGDq1aglH5/t4hp88VTzHGohxRWvu9BvMNmSiqWIOuAYv/nct3ptaGPIW7wTNDvh37aHXy7e19qjW3FIxsQKsy87hGMYr08b8Q+0UxtO1YYytaTMKBCdM6Foz9FPOX9t/K6GYGSWx44Xkk=
blackbelt.prof.	10800	in	ns	curitiba.ns.porkbun.com.
blackbelt.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
blackbelt.prof.	10800	in	ns	maceio.ns.porkbun.com.
blackbelt.prof.	10800	in	ns	salvador.ns.porkbun.com.
blaer.prof.	10800	in	ns	ns-cloud-e1.googledomains.com.
blaer.prof.	10800	in	ns	ns-cloud-e2.googledomains.com.
blaer.prof.	10800	in	ns	ns-cloud-e3.googledomains.com.
blaer.prof.	10800	in	ns	ns-cloud-e4.googledomains.com.
blaer.prof.	900	in	ds	11752 8 2 38848B3D5AE59F3BBAD5A79ADF23D6A08C89881AC5286163BC2799976E8AC16C
blaer.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. e6p39sbKMmwLxMOaMvKgPMTqJZo1A1Ob/lVkNxIb4ZMypgDVpDBJBmAyvBpjid50/ZKklso7k8bOE5GhL97E/E3PvHFWVbbuEiGx34PlGyuL7vCELrbpA+tQ407UzJgyqaCkYOcs49fyLe9PQGKANiG1kbU7L3u9Vmp8PLrvL8g=
blueprintrf.prof.	10800	in	ns	ns.cox.net.
blueprintrf.prof.	10800	in	ns	ns.east.cox.net.
blueprintrf.prof.	10800	in	ns	ns.west.cox.net.
bmw.prof.	10800	in	ns	ns1.brandshelter.com.
bmw.prof.	10800	in	ns	ns2.brandshelter.de.
bmw.prof.	10800	in	ns	ns3.brandshelter.info.
bmw.prof.	10800	in	ns	ns4.brandshelter.net.
bmw.prof.	10800	in	ns	ns5.brandshelter.us.
bn02i8u77pu361uvibp58ce46uh6rk39.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BO3GI5KUH6CA7P72ASEFEU23S0OFK4RH NS
bn02i8u77pu361uvibp58ce46uh6rk39.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. AMR3gkRRNnO1DfdK/w5cES+5AntaSPRa2/W0NvzE1v2K+WID5FXKzSXcl0h34V1f06dl89mmxi96jGuwKPUy57sJAk+Lru81S4zMINJtzhhB+Q1AVMdfqVLBzPMFZTpYaPoH+Pd9A9lfCbbUKgMVAHjXUCxym1JnMDhW0REUU7c=
bnz.prof.	10800	in	ns	ns1.bnz.co.nz.
bnz.prof.	10800	in	ns	ns2.bnz.co.nz.
bnz.prof.	10800	in	ns	ns3.bnz.co.nz.
bnz.prof.	10800	in	ns	ns4.bnz.co.nz.
bo3gi5kuh6ca7p72asefeu23s0ofk4rh.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BO68JKMHSOUOCV4RB6AJTKEQPBMG99FB NS
bo3gi5kuh6ca7p72asefeu23s0ofk4rh.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. OpGD0wCAFpTPPpsuL21uFm7Kkf/0dWxKrQG/VthJl71SnppGrhc/KEGTcjf+0JIkBuY2Sp33km3bBsSKxrlqzM7DjXHNLjdzSvpKwF/eWK2iXpA501hOs5SKAycvMYzA9RqPmdcDJJpaWdVj14pmBrrvRKzJ+9c5hm+1aiHa1ks=
bo68jkmhsouocv4rb6ajtkeqpbmg99fb.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BQ2QB3QN0AFLO4L0CAMH6Q6FVB0F9DVQ NS
bo68jkmhsouocv4rb6ajtkeqpbmg99fb.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. O/6+FaxUgxlSdgs81HKjI3gdx0P+AgLSOMsSk2hB9TWLHOn/GHRVvHs0cewWHNUnJWz1AV2QM7HpQERzaGbdepqGTFE3Yse/oz53fifvIN8dfYPfNmCTpG7HN8vXeoWh9A4qPqsApwJgPGNg0rHmafOl9fq+x2PmGmifnMccgbo=
boehmer.prof.	10800	in	ns	ns59.domaincontrol.com.
boehmer.prof.	10800	in	ns	ns60.domaincontrol.com.
bolly4u.prof.	10800	in	ns	1-you.njalla.no.
bolly4u.prof.	10800	in	ns	2-can.njalla.in.
bolly4u.prof.	10800	in	ns	3-get.njalla.fo.
bollyflix.prof.	10800	in	ns	ethan.ns.cloudflare.com.
bollyflix.prof.	10800	in	ns	olga.ns.cloudflare.com.
boston-college.prof.	10800	in	ns	ns1.101domain.com.
boston-college.prof.	10800	in	ns	ns2.101domain.com.
bostoncollege.prof.	10800	in	ns	ns1.101domain.com.
bostoncollege.prof.	10800	in	ns	ns2.101domain.com.
boxe.prof.	10800	in	ns	curitiba.ns.porkbun.com.
boxe.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
boxe.prof.	10800	in	ns	maceio.ns.porkbun.com.
boxe.prof.	10800	in	ns	salvador.ns.porkbun.com.
bpa.prof.	10800	in	ns	standard3.encirca.net.
bpa.prof.	10800	in	ns	standard4.encirca.net.
bpeaeqt.prof.	10800	in	ns	dns1.cscdns.net.
bpeaeqt.prof.	10800	in	ns	dns2.cscdns.net.
bpeaeqtasia.prof.	10800	in	ns	dns1.cscdns.net.
bpeaeqtasia.prof.	10800	in	ns	dns2.cscdns.net.
bq2qb3qn0aflo4l0camh6q6fvb0f9dvq.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BQ57L30JFIR6R30ON8569IV3TSJOF1KT NS
bq2qb3qn0aflo4l0camh6q6fvb0f9dvq.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. rEszvuIjR2Zh1L5NaFQgyr3/jy4UR4VASg6ZLaDq5GdC8TUHuZLTsIwd9clRBjaCJ/Z4I6znjC4UkTGFqSgRiuRO356MSpcKTQJDLl8gfwbnJooI9K49+g4Y2TIP4yEXeU1YgibVY9Z48h+2Hr4Pv6YizIrSHJ5hKFWBkMAWnhM=
bq57l30jfir6r30on8569iv3tsjof1kt.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BSGA1L4BNC9DH9NFF0DELTL5OTT7KGVS NS
bq57l30jfir6r30on8569iv3tsjof1kt.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. BmnOXESZStgXnhHf1petEhsmPxiOMikUiJT+Wu0L5cFoMxz5hRpLoSk1MbE23jSYUQFeAl9XE3p/Foit00sKa1E3WdusQCmOcsAhOxlUorxIJvrAjk3JdFlrffWOP1suHfsPBsXa75N8WiVBCMUJIDkBKDF4ck4eOljTV+DfGds=
brett.prof.	10800	in	ns	ns1.hover.com.
brett.prof.	10800	in	ns	ns2.hover.com.
brew.prof.	10800	in	ns	dns1.registrar-servers.com.
brew.prof.	10800	in	ns	dns2.registrar-servers.com.
briancallahan.prof.	10800	in	ns	ns-cloud-c1.googledomains.com.
briancallahan.prof.	10800	in	ns	ns-cloud-c2.googledomains.com.
briancallahan.prof.	10800	in	ns	ns-cloud-c3.googledomains.com.
briancallahan.prof.	10800	in	ns	ns-cloud-c4.googledomains.com.
briancallahan.prof.	900	in	ds	55594 8 2 877939B95C2C22FE579170A418EC956BC35C8929032B971323CAF69723B99EE0
briancallahan.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. IYGygl63huSIQ+nBBCBGu54u7S2jTcNYsZmGBiImczXHpugt6DFpoRu/UVSaO+NORSilqQp6ZDkXZZmoHn7CmZ+shp/+ykYFQr02Xj9kQjoAXBPaNRS3+kf1b4IMxCpoVvVzzVDNnk/X5VLq8/9+8ppKZs2EWRQouHG8TvQyYNc=
brillototal.prof.	10800	in	ns	ns1.wordpress.com.
brillototal.prof.	10800	in	ns	ns2.wordpress.com.
brillototal.prof.	10800	in	ns	ns3.wordpress.com.
brot.prof.	10800	in	ns	cory.ns.cloudflare.com.
brot.prof.	10800	in	ns	diva.ns.cloudflare.com.
brot.prof.	900	in	ds	2371 13 2 4F849B25366AEE9184F39F35E0FE54FFE72F14552DA944EC35E4C9FB1837462B
brot.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. P7Vnhk37QTQ8VU5qbEWWNqIvFGm9Df+43ReBwbkMQwo6oDsdkZd+1Dowq0WWP33C5PfkRcGeW3s9acltYu8YUWcuyb2TczwF8IXrn7dO/G2SdRXup8PlIIrTIfHrZ+ozPSoftFhYZ3Tx1F36cJA/URO3u3DBKJj8JxESPmHKNZM=
bryansweber.prof.	10800	in	ns	ns07.domaincontrol.com.
bryansweber.prof.	10800	in	ns	ns08.domaincontrol.com.
brysonsabzisharer.prof.	10800	in	ns	jaime.ns.cloudflare.com.
brysonsabzisharer.prof.	10800	in	ns	marlowe.ns.cloudflare.com.
bsga1l4bnc9dh9nff0deltl5ott7kgvs.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BSUS0CNTKG7VQEJK56A7JPRAJ130PGUL NS
bsga1l4bnc9dh9nff0deltl5ott7kgvs.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. M0wD69p7mJBxVwMx2shT37fYJUvFmjnTnz9w4lD2pP4aPdgiJw4it5aKU89QEy/bRhMWk9KgbMj1tE3Ex2jEMoAu5ejI8T8a/8jPc53JsclwUjfQH7HvpNiLG2JXJXBgfxvLA5Am1NoOjOuMdXV6qusf7V6DxlYJ+6BEt2FbfmA=
bsus0cntkg7vqejk56a7jpraj130pgul.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BSV84OVIUP362I0JN2E358E7SGIKG4H4 NS DS RRSIG
bsus0cntkg7vqejk56a7jpraj130pgul.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. pXOXVvMjxziLxJnwjp1SNaqEsY9TNaQI5IKsbx10n2uez856BoNqvB3iSd3K4SjZWNlS1wn2L7G6Kvw5e20eAIoxoIbdSUjvhkzbR/W/7tfNouxG5Kj5vzoj0DFSuEg5tGQ1tiCAbwungZoR/ztJ1WQydmZR6bwZT7b5KErFE10=
bsv84oviup362i0jn2e358e7sgikg4h4.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BTQN5A36IISOSVD9LOQD3GI7E02A4BE2 NS
bsv84oviup362i0jn2e358e7sgikg4h4.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Ju795DJxHTS4pC2jUEipedzmkie+wFu7uNFKlJd6SQeYd5j91s51YowbIvf0HqZbnczs8ybuwg0sdJbPmUHjiP8msp0nTDuCZdjH86/mkg2WSkFh8cirnxyV7240sYYM4HcvRHWdyeplwrtlhb6NIQ9MYE75vWityBZCQNgcZmc=
btc.prof.	10800	in	ns	ns1.domaineasy.com.
btc.prof.	10800	in	ns	ns2.domaineasy.com.
btqn5a36iisosvd9loqd3gi7e02a4be2.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BUBKNGUNJKRS814MLMAV610HMJJE5DL4 NS DS RRSIG
btqn5a36iisosvd9loqd3gi7e02a4be2.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. PZxjnN+rUmpve6nvewJ+cahI4gK3f7nAWo7wBjTYib229cZnw9zUt8KZgD4SXWVM9qc1icLCYqF5XTCOOBivPSaH5jmNh7uadbS9N2WlpWPg/Hxja8/L00jC/9tCCWMak3tYRlUvZ2a5ljru6aRfxgKLB20T5aZhU85CidU2394=
bubkngunjkrs814mlmav610hmjje5dl4.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 BULGGEV76U82SBS5H2FLRME1NO103C07 NS
bubkngunjkrs814mlmav610hmjje5dl4.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. R2jJw5/yX3vXvi59VxEiS2fvqw7LgJhZwhdnwCxqeBSx8aJoA46QBlHxW5sMIqlQ/AA0kCeg5Z579xMocdlWTEbT/E9YgACXrsKmdXe8IoGkJOusUnlbq0UEekMAxA6KoNRJwJjb+eWgRubYFYgsJwvgNgTNQvIiPx8Gcy1JYV4=
bucknell.prof.	10800	in	ns	ns-cloud-b1.googledomains.com.
bucknell.prof.	10800	in	ns	ns-cloud-b2.googledomains.com.
bucknell.prof.	10800	in	ns	ns-cloud-b3.googledomains.com.
bucknell.prof.	10800	in	ns	ns-cloud-b4.googledomains.com.
bucknell.prof.	900	in	ds	19580 8 2 D082B38D692C797835BB2BC84144832900A10094D14F385131BB55A0C99E3998
bucknell.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. d+SpzszYVnfg5xwRIBXwpzvXxLyaV4WGg2SFxNp9FL2FPF6dYPNFmTrvvew8Z7yVQSmX1vDXPA/p2ZYA+u1+qgRg8Je5jHkwZ5R4uXactNlBcnWHw2A5nJ3reJumB/cXP/0+yS6vbjwAgmYQtN2+w7OS9hRE1fBU+pRKW4y/IB4=
bucknellmath.prof.	10800	in	ns	ns-cloud-c1.googledomains.com.
bucknellmath.prof.	10800	in	ns	ns-cloud-c2.googledomains.com.
bucknellmath.prof.	10800	in	ns	ns-cloud-c3.googledomains.com.
bucknellmath.prof.	10800	in	ns	ns-cloud-c4.googledomains.com.
bucknellmath.prof.	900	in	ds	46159 8 2 07BAC005101997A5F5230793CF97A90FEFFEF2E7E58E63566CE1964384533905
bucknellmath.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. YofFxI30gbpqeFYg60p3PyagrC9Yz9lF+oxQCW7paNyBdpjhHykajlAwVHJl6yqMuN60w8nPOY/ekK2EhPRhqwWR6CBrwKopGJnGCM4WYB4Ei4Ydty0z+hL6XLG+B7JaUhSuNwwan7O+oVDFcroCMMJU8o+JPn2MRY5EDYMOnTs=
bulggev76u82sbs5h2flrme1no103c07.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 C05A3PMLOKFT7BPPF360APODRGEFKEQO NS DS RRSIG
bulggev76u82sbs5h2flrme1no103c07.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. T1fuxMUoYTCiHhKDHcaVKqaBTMdTRcbXirSKWsbhwxm6pFjLX9qjDa3W9qu7ZA/h3gJ+FhEI+AVsBy3/wr7D8c5A/93a/PajoNvcJl+fOjoO+O5QYpEYrJ9wxLK/WIxdBUV1D4ZXRowSmOwp6m5dOMC0Ipng+nkSfp9o8I5b7z8=
burda.prof.	10800	in	ns	ns1.servhost.ro.
burda.prof.	10800	in	ns	ns2.servhost.ro.
burda.prof.	10800	in	ns	ns3.servhost.ro.
bwag.prof.	10800	in	ns	dns1.registrar-servers.com.
bwag.prof.	10800	in	ns	dns2.registrar-servers.com.
c.prof.	10800	in	ns	ns1.domaineasy.com.
c.prof.	10800	in	ns	ns2.domaineasy.com.
c05a3pmlokft7bppf360apodrgefkeqo.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 C0B372M3K5G22EP2AMKVN451TCOV9NGV NS
