ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
as3a2i51r4i1ssqdqqfcjkmpi6piukss.ryukyu.	3600	in	nsec3	1 0 0 - ATS5563JUDCTG4C65MCRP9DPME3I9NF6 NS
as3a2i51r4i1ssqdqqfcjkmpi6piukss.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129091230 20260122181016 45091 ryukyu. P5aaX11TA1YN8kR8Rre+aHjcs7XZhnLhQ7N6MTD62Hf5X8rdXVXjP2E2dmNfkn7bir8qT61JXetod3rvHnszDJO91nqt3aI73xjtEqGQYThhlCLoXopcc2IYe+L4Jca/nGgraC/31oi3EPlz/B/w3JTMdUtB1Dr0KnwO8wZMAYE=
asdyky.ryukyu.	86400	in	ns	n1.xundns.com.
asdyky.ryukyu.	86400	in	ns	n2.xundns.com.
asurion.ryukyu.	86400	in	ns	dns1.cscdns.net.
asurion.ryukyu.	86400	in	ns	dns2.cscdns.net.
ats5563judctg4c65mcrp9dpme3i9nf6.ryukyu.	3600	in	nsec3	1 0 0 - B3S835510KLMGEK1NQHUPPIOL6O736A6 NS
ats5563judctg4c65mcrp9dpme3i9nf6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129111943 20260122160214 45091 ryukyu. NJeIXnuC0L4vvRCITx+wmOVhY6yWp5vYIRcOuqLVOh2a6FUnh0y01Y78/MZ7wMQIfMOPYm55IReVEExarWS24bGEsTCpCiCL7hOis4azU1bROzMsNRa29gKE+bW/0/8L4OTV2sLeZQoAYZpaSlMOKiLAcAIk2hjKXXCW8Cio8DA=
atwjmp.ryukyu.	86400	in	ns	n1.xundns.com.
atwjmp.ryukyu.	86400	in	ns	n2.xundns.com.
auction.ryukyu.	86400	in	ns	ns1.gmointernet.com.
auction.ryukyu.	86400	in	ns	ns1.gmointernet.jp.
audheuifgwiyf.ryukyu.	86400	in	ns	ns1650.ztomy.com.
audheuifgwiyf.ryukyu.	86400	in	ns	ns2650.ztomy.com.
aws.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
aws.ryukyu.	86400	in	ns	nssui.comlaude.ch.
aws.ryukyu.	86400	in	ns	nsusa.comlaude.net.
ayaginu.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
ayaginu.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
ayanasu.ryukyu.	86400	in	ns	ns1.xserver.jp.
ayanasu.ryukyu.	86400	in	ns	ns2.xserver.jp.
ayanasu.ryukyu.	86400	in	ns	ns3.xserver.jp.
ayanasu.ryukyu.	86400	in	ns	ns4.xserver.jp.
ayanasu.ryukyu.	86400	in	ns	ns5.xserver.jp.
b3s835510klmgek1nqhuppiol6o736a6.ryukyu.	3600	in	nsec3	1 0 0 - B65ES912EQGL3G102N6F37RMED96IAUI NS
b3s835510klmgek1nqhuppiol6o736a6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127115346 20260120150111 45091 ryukyu. RH4RQtFwwFWr6fwKFK3irUoGnuq4jqwSsKkKCy8T8ZyDZU/gylfOj5xoKB5TyJKfpvMXBUjAhKLMC1X4o93CBYzovrsc1K3hm7K0FIbVBzsdoSMwfae+wB/2rRyCXFYkP21kkX0E1sVI5oC2KbKf5JVJiEmFEFA0VoZyk4sugt8=
b65es912eqgl3g102n6f37rmed96iaui.ryukyu.	3600	in	nsec3	1 0 0 - B6RP1JHL12CMJ9OD66I04N48DLADER92 NS
b65es912eqgl3g102n6f37rmed96iaui.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129165623 20260122124214 45091 ryukyu. TitSuMYoQadLGLgUXHSMuHb3ph/dZ2cWi8D7AcVmko+AttSUVxCrcIDYqD39Gb/4JOX/aMtNbBjb+pZrdVGnQV5pOiPTDnOPs5hZ4HycBhITLpl3pixJn4vFs8DCVcoSj75w+72Bx7U6AhyeJg2QOHA//VPTVq45PbA5kzQjvtA=
b6rp1jhl12cmj9od66i04n48dlader92.ryukyu.	3600	in	nsec3	1 0 0 - B8HCE1GQFA6J71PKRVTH595SJJ4A7ROR NS
b6rp1jhl12cmj9od66i04n48dlader92.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127212920 20260121053809 45091 ryukyu. STO0OXxdlCPxLXGK4WM9Gsc2t3UUU8k5u6q1lUK/xzi9mjoq90vYcFmtsM3PTyJYVc4CbKHS+wfW4wtDu5V4ROs7hsKmyqrAdYGWEpYoddC6ezBeJG+Lo/7d8KLvqZFGxFDPd7VCY7+IUBd7Mmv5FxBbOCDlfCqjPmdCl4kwkdM=
b8hce1gqfa6j71pkrvth595sjj4a7ror.ryukyu.	3600	in	nsec3	1 0 0 - B95Q67GTHKRLLOLLD2I22R06QV0P71FD NS
b8hce1gqfa6j71pkrvth595sjj4a7ror.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128030126 20260121053809 45091 ryukyu. HlmmH45eEHsCiEMLB7GrTC2SYtE+6efr2D/Ur9K2/xBXou3vmbeiFX0mvZ9u2wW/u7LdMyyD3zm8bI78OmpL1NBjmWxUnyhJz9+XkqHVuVQcygHXHm3BrTeSY0u+W9X7wokcOYyDJeV1w0MFbTseI2l8lBErgcnLXcojRvFKWcc=
b95q67gthkrllolld2i22r06qv0p71fd.ryukyu.	3600	in	nsec3	1 0 0 - BBDRCNINVKSH99OUAI31UC7F38RFJED0 NS
b95q67gthkrllolld2i22r06qv0p71fd.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127164627 20260120064810 45091 ryukyu. QLibZEK25SMPW5tqGtXqAaxsAX0eSLo9SQKY3y24z5aZuft0vykQASM9y091En97n8jbNIxZ1RsCPGh12n2dbpQIip4HLBsbpesn5ipuiCR35zbh0eQKdMHhEMi9/NgqRBEyoQdVK3sJF30XFGT4KHWEmypYSc+XIgpjhH09Ibw=
baidu.ryukyu.	86400	in	ns	ns1.brandshelter.com.
baidu.ryukyu.	86400	in	ns	ns2.brandshelter.de.
baidu.ryukyu.	86400	in	ns	ns3.brandshelter.info.
baidu.ryukyu.	86400	in	ns	ns4.brandshelter.net.
baidu.ryukyu.	86400	in	ns	ns5.brandshelter.us.
bandarnalo.ryukyu.	86400	in	ns	damian.ns.cloudflare.com.
bandarnalo.ryukyu.	86400	in	ns	samara.ns.cloudflare.com.
bar.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
bar.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
baskinrobbins.ryukyu.	86400	in	ns	dns1.cscdns.net.
baskinrobbins.ryukyu.	86400	in	ns	dns2.cscdns.net.
bbdrcninvksh99ouai31uc7f38rfjed0.ryukyu.	3600	in	nsec3	1 0 0 - BC12G25L7MB2VDA73OU0RN0A94RNS08H NS
bbdrcninvksh99ouai31uc7f38rfjed0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129151450 20260122230017 45091 ryukyu. L+Q0DiFqTvDoyRzRXc50WCk4PE8WQsfKFtotdrOoti1Bk2/1z6XLGzRSSnQWX9AxP/OnS8Y+xk8wNmlnpQqNycYZKKoYC+zjUlZKCjotDciUq04cRhMo2QIbIsZSLXJoink6YaZvjk5FhCSaqoNqZ+R6rm+aIDimV1icw5BeHoA=
bc12g25l7mb2vda73ou0rn0a94rns08h.ryukyu.	3600	in	nsec3	1 0 0 - BECCSO7O4HQLDTRQALQICA3FHFE7U2EC NS
bc12g25l7mb2vda73ou0rn0a94rns08h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128174914 20260122004313 45091 ryukyu. nSZgnE9GHTu93RGq0TtBiBGeAZzi3SCNqoO6PMOSf06uATOvykr4MMFWyAbaPlewnKAd/9mvh/pLmQmqLMENmFadkMZNoPsfKyUcSZqFrMoL+fACCIMKtaLn/dC7VLaxKlvWay4Bi43xgQQe/ugtRVuK5p8mYrBff7AIr2QhNVE=
beats1.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
beats1.ryukyu.	86400	in	ns	nssui.comlaude.ch.
beats1.ryukyu.	86400	in	ns	nsusa.comlaude.net.
beats2.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
beats2.ryukyu.	86400	in	ns	nssui.comlaude.ch.
beats2.ryukyu.	86400	in	ns	nsusa.comlaude.net.
beats3.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
beats3.ryukyu.	86400	in	ns	nssui.comlaude.ch.
beats3.ryukyu.	86400	in	ns	nsusa.comlaude.net.
beats4.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
beats4.ryukyu.	86400	in	ns	nssui.comlaude.ch.
beats4.ryukyu.	86400	in	ns	nsusa.comlaude.net.
beats5.ryukyu.	86400	in	ns	nsgbr.comlaude.co.uk.
beats5.ryukyu.	86400	in	ns	nssui.comlaude.ch.
beats5.ryukyu.	86400	in	ns	nsusa.comlaude.net.
beauty.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
beauty.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
beccso7o4hqldtrqalqica3fhfe7u2ec.ryukyu.	3600	in	nsec3	1 0 0 - BIBLFRU9OD2PV02ESMQ75G82GM9PVRJG NS
beccso7o4hqldtrqalqica3fhfe7u2ec.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131162738 20260124180410 45091 ryukyu. U2/+cFPIGw15GvWSkYL4PNZM3OP9MnKD6mBpRD/ACy/0bqrNSiStuWuwKjQ455IIRN3hVC1Kt3pAi3JiMl7vLsJNdm+xn+KOkYHurd/4W1AuAuAfuptRZWGtS4J1YxAc2HNTP37uxw3C8Eq/OiuyxtPCDVFsz96xDaITQQOqsKw=
bestway.ryukyu.	86400	in	ns	ns1.xserver.jp.
bestway.ryukyu.	86400	in	ns	ns2.xserver.jp.
bestway.ryukyu.	86400	in	ns	ns3.xserver.jp.
bestway.ryukyu.	86400	in	ns	ns4.xserver.jp.
bestway.ryukyu.	86400	in	ns	ns5.xserver.jp.
bet.ryukyu.	86400	in	ns	ns3.afternic.com.
bet.ryukyu.	86400	in	ns	ns4.afternic.com.
bet88.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
bet88.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
biblfru9od2pv02esmq75g82gm9pvrjg.ryukyu.	3600	in	nsec3	1 0 0 - BKBA5QA37MAR8BL603NAT435GP30A2VO NS
biblfru9od2pv02esmq75g82gm9pvrjg.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128012820 20260121115409 45091 ryukyu. fxJ9EzNsjtHRhKSOSYKimRJ2dWpAN6RVeOthWLPthObSdHZOKPzEj9wYmFTLdcqXrpOfORb8WSu1modnL0//E4Ja8paAU+OLZOETl+gm1uB9Bj1DZAkJxxni41FryfgtaMWwnfed5T8e6h8nrBa6WPS57syJq3t+34BFCUY2NjU=
bidvest.ryukyu.	86400	in	ns	ns1.lexsynergy.net.
bidvest.ryukyu.	86400	in	ns	ns2.lexsynergy.us.
bidvest.ryukyu.	86400	in	ns	ns3.lexsynergy.info.
bin.ryukyu.	86400	in	ns	ns1.xserver.jp.
bin.ryukyu.	86400	in	ns	ns2.xserver.jp.
bin.ryukyu.	86400	in	ns	ns3.xserver.jp.
bin.ryukyu.	86400	in	ns	ns4.xserver.jp.
bin.ryukyu.	86400	in	ns	ns5.xserver.jp.
bitcoin.ryukyu.	86400	in	ns	ns1.lancard.jp.
bitcoin.ryukyu.	86400	in	ns	ns1.server.st.
biteki.ryukyu.	86400	in	ns	ns1.xserver.jp.
biteki.ryukyu.	86400	in	ns	ns2.xserver.jp.
biteki.ryukyu.	86400	in	ns	ns3.xserver.jp.
biteki.ryukyu.	86400	in	ns	ns4.xserver.jp.
biteki.ryukyu.	86400	in	ns	ns5.xserver.jp.
biteki.ryukyu.	86400	in	ns	ns6.xserver.jp.
biz.ryukyu.	86400	in	ns	dns1.onamae.com.
biz.ryukyu.	86400	in	ns	dns2.onamae.com.
bj88.ryukyu.	86400	in	ns	eloise.ns.cloudflare.com.
bj88.ryukyu.	86400	in	ns	lex.ns.cloudflare.com.
bk8.ryukyu.	86400	in	ns	gloria.ns.cloudflare.com.
bk8.ryukyu.	86400	in	ns	marty.ns.cloudflare.com.
bkba5qa37mar8bl603nat435gp30a2vo.ryukyu.	3600	in	nsec3	1 0 0 - BKU5P3GUT67749BV8FOMFBNIILIC3LDI NS
bkba5qa37mar8bl603nat435gp30a2vo.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260201013623 20260124222414 45091 ryukyu. F0U31mB/kU7ClyUX/Srhr0ydjTHQAJsrLtMUgIkhwgNktfeo90mlov6imTOVBjrWmQXYfTBtgD2fbhRDa6NE+z9CO2YqKinGKMBSTNoE4Fb3dkRvCaEN2H7ifJnqcCLORJT5+OdqNzMmmx0s/asL1fXHQqw9xRx7UrzILUZdAZg=
bku5p3gut67749bv8fomfbniilic3ldi.ryukyu.	3600	in	nsec3	1 0 0 - BL06UEPEBEDPSJSF2TMGU8EP4U15560F NS
bku5p3gut67749bv8fomfbniilic3ldi.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130042445 20260123020111 45091 ryukyu. P1vAnDYxfH9QnU3j1KDMB7Cjyvc97Hbns93F0TlVBwDEKCVXjWLseCvfvGkoJTz4cabF4wHQNvCb5NNcLaJh9Zu3qE6R+N7PVDdEFv9nfIe4MH6XynxaA9/YMyQZ9tG46emYpyNNh6Y5r/89cdzRoHoVv27t/NCgeQ/mltns5O4=
bl06uepebedpsjsf2tmgu8ep4u15560f.ryukyu.	3600	in	nsec3	1 0 0 - BM4VMHQ13JG8CKBPH9TFUJT247KMLIHT NS
bl06uepebedpsjsf2tmgu8ep4u15560f.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128140605 20260121095412 45091 ryukyu. MfSyb5OrLVZRdgwp1odmFSlrGdwtTyvFmd7dkrIVO0UqAjP49IHm0JaO/QpYjkoNVGR05tWd7Kb9aQBL6dCxDQ1KrLRRx7O9TgD2ubw++vfiW2RhqenI267c8i5mNF5thC5KVR5BelXy53e0BWE6FQCj1dBguIKmC3KBwHHhh3w=
blksst.ryukyu.	86400	in	ns	n1.xundns.com.
blksst.ryukyu.	86400	in	ns	n2.xundns.com.
blockchain.ryukyu.	86400	in	ns	dns101.registrar-servers.com.
blockchain.ryukyu.	86400	in	ns	dns102.registrar-servers.com.
bm4vmhq13jg8ckbph9tfujt247kmliht.ryukyu.	3600	in	nsec3	1 0 0 - BP376MJ7350F6JC9MJ2PSHIV1LCO1QJ9 NS
bm4vmhq13jg8ckbph9tfujt247kmliht.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129151259 20260122051310 45091 ryukyu. AQxe6/DLIG9glj/B4JSnXhaePjJAEWoX1+fVUJYPQZPHb7uN9niHHRvdXo+t9AMJARA6LBCK4YYEK81m3n9V0vTRxfb3zNjyIFjbKZBgOSz98rlyAmL8sfp5gCTgK81A8JZ9V9QitMNnHvyS1d2Ur+OV96l533iP8SUIUeb9wY8=
boccitabi.ryukyu.	86400	in	ns	uns01.lolipop.jp.
boccitabi.ryukyu.	86400	in	ns	uns02.lolipop.jp.
bong88.ryukyu.	86400	in	ns	paityn.ns.cloudflare.com.
bong88.ryukyu.	86400	in	ns	ram.ns.cloudflare.com.
boqbpm.ryukyu.	86400	in	ns	luciane.ns.cloudflare.com.
boqbpm.ryukyu.	86400	in	ns	merlin.ns.cloudflare.com.
bp376mj7350f6jc9mj2pshiv1lco1qj9.ryukyu.	3600	in	nsec3	1 0 0 - BP440U8S6BLH404JTL3R6NIC2T01BAH0 NS
bp376mj7350f6jc9mj2pshiv1lco1qj9.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130151123 20260123054721 45091 ryukyu. V8xZzS0OPw+Oj7UgYRMX2tWIc5ykTou1N7TUIEdZNe9OVB0Ijox/CuXsufypWQ4xSFjgcWfeYOfFkEVR5YwzibMqRl9aKmzmga12uUIvVq1jtglLMIyPQDtcu7t41s8grNVXEIoMrv47WUg9OQRwOv0yKa/jarGcRq1NywHHf8Y=
bp440u8s6blh404jtl3r6nic2t01bah0.ryukyu.	3600	in	nsec3	1 0 0 - BPFUEF8HC07TJT80COUJJVJT7INR6B9U NS
bp440u8s6blh404jtl3r6nic2t01bah0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129080347 20260122134609 45091 ryukyu. lfCaR70wKA84cimOUje5D+Ok7lTn8Q5WMXXt21QGYGtdDHPStK+g0rlp9EHPQRkFItlVO8SXpco2dionPCu7+FXxHVcQ18J7xJinEnlZmyBuUdNRR0wye3npMJKfOq3ZS/NVAHmsapZmFzUbkG3UYnl5GK4ZX8jtYD9K6E01F8U=
bpfuef8hc07tjt80coujjvjt7inr6b9u.ryukyu.	3600	in	nsec3	1 0 0 - BQ030KVG911MQMEKT7TAPUM5DLN8JUR5 NS
bpfuef8hc07tjt80coujjvjt7inr6b9u.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129102006 20260122084110 45091 ryukyu. g5Sxryl2l/GZWdTligNDwfP6k3vMucmixQ0urYiPmhhdlq1kjwMAZTOBaM1NkV1yZMqE54r8eMsxHnSIN2EIY4SA3wEhGcXIBTg2rAYhMoT6/GYDNhRgdtFL2jW7nM1b1/UIGnP9f84thwUIx+unf2JI5vAeOxQyarI7YOZd4No=
bptnc.ryukyu.	86400	in	ns	n1.xundns.com.
bptnc.ryukyu.	86400	in	ns	n2.xundns.com.
bq030kvg911mqmekt7tapum5dln8jur5.ryukyu.	3600	in	nsec3	1 0 0 - BR7PA4PTUK9FL8OFJVUTE7V3B5RQUE4H NS
bq030kvg911mqmekt7tapum5dln8jur5.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130221455 20260124085023 45091 ryukyu. GoDnwO+TjC7b5NcpNbiU4PObcYdzC5kkuwqBCtqAjjawTJshUWIf9NJykBQAfU+7dEHAoexotHECTjxRCb4JJkJPcTyTeUSk6FTWv2Ftr0KQF7UguBg6SoaUKSmhDSjumQfkMroeDmnmlpxsZ6w/osHSURxAn/kWIiahv42zgtg=
br7pa4ptuk9fl8ofjvute7v3b5rque4h.ryukyu.	3600	in	nsec3	1 0 0 - BRKV1DERUKD6MNPU8O267AFUCKCA9SJK NS
br7pa4ptuk9fl8ofjvute7v3b5rque4h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127153955 20260120223714 45091 ryukyu. GrJTKpVyh+ER0nKWWSixwuM4fOEE7O0G6+q/uBPu5KgyOn+2IeTsvZEt7Dld0TVXn+8gshpld4WJiD/0w9+xe8XlAKXBn2qn7vV11klyiBq2xeXg8Ms47eUIT2PnsjrahfvkIXpT87n7sS9miLzg9+1RrYIzPoSw4MceH5GWBKc=
brkv1derukd6mnpu8o267afuckca9sjk.ryukyu.	3600	in	nsec3	1 0 0 - BTA5DPQR3BVGOS9INNGF1JQ344US7Q3N NS
brkv1derukd6mnpu8o267afuckca9sjk.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128153705 20260122015717 45091 ryukyu. GkROcrGT3jSp5lELf8KIgCrIvBcJjNxjj6sWpm378iQjAhl91fP9dkIFcWEKGHtfqxEVRcZ+3L3ymMfUxuPFnWSFZhVnU6B91OqMIbWC/oDHujNj1I0UV5eWIwTW9iJbKka+Do6w2LA4RW5bYFeua+BKGwZHHMuyJinPybDnORo=
bsport.ryukyu.	86400	in	ns	athena.ns.cloudflare.com.
bsport.ryukyu.	86400	in	ns	mario.ns.cloudflare.com.
bta5dpqr3bvgos9inngf1jq344us7q3n.ryukyu.	3600	in	nsec3	1 0 0 - BU8NQ1P34OVJ7QQJO20LGOCD65TU28HQ NS
bta5dpqr3bvgos9inngf1jq344us7q3n.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128161457 20260121173716 45091 ryukyu. ieZp8JOiFEx82OaKvk5I6yNkGGkFs3nizN4n3Na5M25qe2ryYCtgCc8dl9qTgcDGQdEqJs3Y9NLb0GDIsdm30n9h3tDaElzuAKeW5/ga/hxEatrE0jFrSeDrwzcNyhu1L+IGqQK+GRy7jR6JwegbOIf6mcFMavRDiXUJ7GvgWTU=
btc.ryukyu.	86400	in	ns	chris.ns.cloudflare.com.
btc.ryukyu.	86400	in	ns	vivienne.ns.cloudflare.com.
bu8nq1p34ovj7qqjo20lgocd65tu28hq.ryukyu.	3600	in	nsec3	1 0 0 - C3BVGD0A9UKO7LBIMDUSCR84H3EB4154 NS
bu8nq1p34ovj7qqjo20lgocd65tu28hq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127164824 20260120181715 45091 ryukyu. F0pMjYupi0x6pWsB9z+UFhSw2BrcqhyBDab5J6+GBWJetlqWvgjQc4O0K64xUYzmZB4/qlvQ303pj5xtZdB0MF002MMeDo0FA4VqshnwcfUAt10A3mR0q7/rJWEypncc3edVFp22Iru+Gj0T2Q9+YurSlEupr1pt51B1JKj0YVA=
butterflytemple.ryukyu.	86400	in	ns	dns101.registrar-servers.com.
butterflytemple.ryukyu.	86400	in	ns	dns102.registrar-servers.com.
bvxkrf.ryukyu.	86400	in	ns	n1.xundns.com.
bvxkrf.ryukyu.	86400	in	ns	n2.xundns.com.
c3bvgd0a9uko7lbimduscr84h3eb4154.ryukyu.	3600	in	nsec3	1 0 0 - C3CVG01INJEAAHRQBNCI5NQ23D0TAVSB NS
c3bvgd0a9uko7lbimduscr84h3eb4154.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129041742 20260122103015 45091 ryukyu. gpzsNWf61LAZptfP5GDqRSAGM30YFU9rJ/VbLfQFvskNBwHspI3ydBLH6UNfS395zkrbO3/XM+1RTgc1qQ4Fpx6oQT5swezo3DZJNE92ybyku2NOAoAmhyYZmB4FhUr0mTIQUyZ74PKlRHqirTlgNopbj7uOe3KWLeDMM0i9W7c=
c3cvg01injeaahrqbnci5nq23d0tavsb.ryukyu.	3600	in	nsec3	1 0 0 - C417QH8TGVSVKESA72F5E3THSJ5HHUTB NS
c3cvg01injeaahrqbnci5nq23d0tavsb.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129042313 20260122064717 45091 ryukyu. mwXQTvsKg5Gpr1DCeb/IlaOVqJ48b3XbaT+LFfUXBhUjvyAOnr0SuTfIp7a5Nau3AhebC2Nfq3+MpDE5Njg4DOTR3ZARJ/IdXotABy28fZZzJajLjIZOXyI5JgcVSfvEIP90GRGtSF4z3S4OgiauqCcwal9w119fQ17f/WQKOEM=
c417qh8tgvsvkesa72f5e3thsj5hhutb.ryukyu.	3600	in	nsec3	1 0 0 - C78HOGDHFEI84745DD1U13KB4E5VJE0A NS
c417qh8tgvsvkesa72f5e3thsj5hhutb.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130102001 20260123075516 45091 ryukyu. DmS+3fO39Dk1mUYaK8UnWjvmOJGkkJKyL37ODLD3aYTOcPM3WFDthaHZqm6Gv7Wf5CkFsOHu/9uGudMpw1SMJ/dJMEir4RN0SYBV5QfQgTPtvo/4VPvHQz6gj2SIc3OM/LdZAb1rC2fWk/bteL7DULv1OgwyJGE1quV8ptoeo60=
c78hogdhfei84745dd1u13kb4e5vje0a.ryukyu.	3600	in	nsec3	1 0 0 - C82J5QMNL3VF1F1AM9TVMG5FCATSUDD4 NS
c78hogdhfei84745dd1u13kb4e5vje0a.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260127193922 20260120221809 45091 ryukyu. oNbAk+NIqWeRg/lkNcZoUswqe3xj/E6pDmOwWK1HnPK/QOuP2KqQkdpIqAkEcxiIpGE91arsG5C5+a3u5gUAqcoEI4/YOz3IGxyb8Op4ifUANbBSMJfAm8DKguXTKblwy50T4eYe2ThQTx/VfZ61MOyEQYPhLrk0NeaVOgQ5CrA=
c82j5qmnl3vf1f1am9tvmg5fcatsudd4.ryukyu.	3600	in	nsec3	1 0 0 - C8E5964RKVMKUN9PLTVGN1O5TTE8KPGK NS
c82j5qmnl3vf1f1am9tvmg5fcatsudd4.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128182457 20260121121312 45091 ryukyu. A0B15MlG3kpAP2eusZ7nVRmI6+BW0kvYkJJ/uJZfsa5Bla+SeY4/sdA2ByqcfGDma+I5I4fqeSfPb/zYLTWQ2/g1wM6ShK3Nrx8TIFy7gDyfb7KvHpWuB++3y8gQfVjQKxklcsis+VEuk7LtCHbNlwu+w3Ma8cOhRvzEGW2s49s=
c8e5964rkvmkun9pltvgn1o5tte8kpgk.ryukyu.	3600	in	nsec3	1 0 0 - C9GRTG3RN3EGRN7U0JUF818S1A44R37D NS
c8e5964rkvmkun9pltvgn1o5tte8kpgk.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128113352 20260121192610 45091 ryukyu. LhOh7XV3MMI8Wfj75ittpZgevXwEmT0y2E0uTNTrkix7MfvyAENmQMvyXcll4lB/lXRseqLDNswurUv7KH3RLdjpZoHKq3zlA11asAZyT82a7ESVmdur9Gkxoyrjpt1ymIFLUXLyz/1IcVUfNgvcjhZMCDG2RswSTB/vADYthUQ=
c9grtg3rn3egrn7u0juf818s1a44r37d.ryukyu.	3600	in	nsec3	1 0 0 - CETEUCK8BOKAICUDGJJ0I2VAO21MO2IJ NS
c9grtg3rn3egrn7u0juf818s1a44r37d.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130012421 20260122195910 45091 ryukyu. EwyfF6FBKe7zqR4l3HKKg81+L/e9QwiLuyNh+qBn7vVTMSU6mEpNoRiZFMRJcq0jZ/tZ1czyL83bOO7GDX/uygQYYsLtKLwUKjujaTcMG3ii8QkvxEMEzzc9mWcLbkhxzVuDs4yligmU+VjrZKl59BglcpEE23NRo/nGKzNOaM8=
cam4.ryukyu.	86400	in	ns	ns1.101domain.com.
cam4.ryukyu.	86400	in	ns	ns2.101domain.com.
cam4.ryukyu.	86400	in	ns	ns5.101domain.com.
cars.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
cars.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
casabotanika.ryukyu.	86400	in	ns	dns01.gmoserver.jp.
casabotanika.ryukyu.	86400	in	ns	dns02.gmoserver.jp.
castamio.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
castamio.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
cat.ryukyu.	86400	in	ns	a.m1ns.one.
cat.ryukyu.	86400	in	ns	b.m1ns.fyi.
cat.ryukyu.	86400	in	ns	c.m1ns.be.
cat.ryukyu.	86400	in	ns	d.m1ns.net.
cat.ryukyu.	86400	in	ns	e.m1ns.org.
cat.ryukyu.	86400	in	ns	f.m1ns.xyz.
cbd.ryukyu.	86400	in	ns	ns1.cbd.ryukyu.
cbd.ryukyu.	86400	in	ns	ns2.cbd.ryukyu.
ceteuck8bokaicudgjj0i2vao21mo2ij.ryukyu.	3600	in	nsec3	1 0 0 - CGKSVHGES8MBF4EMLRCV7RAQH0B2J3KQ NS
ceteuck8bokaicudgjj0i2vao21mo2ij.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129181902 20260122191016 45091 ryukyu. QTq02TmAxLM/5D8aCNSTvEGcirVro02A9Y1QA1hurvJSf3WTL/skuEqmbbvG5Qnw2bKldnvdYFmyM3xeZ4EoB6kcT9uLZniLdljYYDVzkeLHsVogpbGlBXLucUsgPR+qhUDfdOF5mBExBbcBcfM6Q0FWqEQcoHpWL6a0NfgaAxo=
cgksvhges8mbf4emlrcv7raqh0b2j3kq.ryukyu.	3600	in	nsec3	1 0 0 - CH6UDTQCS2USJ5KEDL4D22FO36U54J91 NS
